事件ID,事件名,关联对象,对象类型,谓词,角色码,角色类别
IENT-6d8f289e9708d99f48395dac,南昌起义,朱云卿,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,尹伯休,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,方志敏,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,彭湃,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,姜济寰,Person,influenced,influencing_entity,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,彭晒,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张自旗,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,邵式平,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,杨青田,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,郭芳,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,罗亦农,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,杨石魂,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘伯坚,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,贺龙,Person,supported,supporter,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,夏曦,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周恩来,Person,organized,organizer,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,方维夏,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李载浦,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,方志敏,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,许继慎,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,雷经天,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,武汉中央军事政治学校,Institution,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,龙超清,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,湘鄂赣边界地区,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,瑞金,AdministrativeRegion,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,熊寿祺,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,冉聿修,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈协平,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈伯钧,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,叶剑英,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,季振同,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,熊亨瀚,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,熊亨瀚,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,梅潭河,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,蔡廷锴,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,朱克靖,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陈毅安,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,宛希先,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,叶贺军队,Organization,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,江西省,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,秦光远,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,吴玉章,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,胡少海,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,林一民,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,方步青,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,黄达,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周恩来,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,蒋仁风,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李大真子,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,周恩来,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李汉藩,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,吴玉章,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张发奎,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,恽代英,Person,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,陶、铸,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,舒伯传,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,中国共产党,Organization,led,leader,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,傅光夏,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,九江地区,Place,influenced,influenced_target,influence_context
IENT-6d8f289e9708d99f48395dac,南昌起义,傅光夏,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,张指挥,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,刘九峰,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,江右地区,Place,occurred_at,occurrence_place,place
IENT-6d8f289e9708d99f48395dac,南昌起义,南昌城工部,Organization,organized,organizer,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,蔡协民,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,苏兆征,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李富春,Person,participated_in,participant,actor
IENT-6d8f289e9708d99f48395dac,南昌起义,李党生,Person,participated_in,participant,actor
