主体ID,主体名,主体类型,谓词,客体ID,客体名,客体类型,省份,时间
IENT-a70d0d7667719a5161a95011,中共新田支部,Organization,located_in,IENT-74e0cb83df311ea414c02145,观音阁,Place,,
IENT-ead10e60cb6235467f99b88a,夏之栩,Person,active_at,IENT-c7eae09ea8909109abb46129,武昌朱家巷,Place,,
IENT-367665d3180096bc10cd1698,艾永沧,Person,participated_in,IENT-fcd0bc17663f78d8c03c282d,人民解放,Event,,
IENT-7626c8bfcf565840eb445d4c,王文鼎,Person,active_at,ITOPIC-581afa236679c6868842bd89,汉口,AdministrativeRegion,,
ITOPIC-c61177154b4ee1030a80d67f,彝海结盟精神,Spirit,has_value_facet,ITOPIC-b12d5a231136fb96c366d769,患难与共,ValueFacet,,
IENT-299610c3090a443fa2fa1f92,张老四,Person,active_at,IENT-0f14f339bad594054f3b5e89,陆良南区,Place,,
IENT-80355863d4464d0d1bf77f3b,廖子良,Person,active_at,IENT-fe662e74f09b5590bd52b77f,蒲家场,Place,,
IENT-9217522363efc6056c2b8ca3,革命精神,Spirit,embodied_in_event,IENT-1752e660a6e6d79f8c998af3,江津起义,Event,,
IENT-fe7899ceb39e7b1516911cf3,许老太太,Person,supported,IENT-be3e4504f4be7cd6765d2578,新四军和四师,Organization,,
IENT-631185931de7436a1888bb1b,一七八团,Organization,liberated,IENT-9dd4554ab7ea8c6e6586871a,金坛,Place,,
IENT-963bec9e56f7464c50fa9662,沈仲元,Person,participated_in,IENT-752d0004fabaae78316da121,武装起义,Event,贵州省,
IENT-dfd686832f4171ce626ff4a0,新四军,Organization,fought_at,IENT-ffb1714499cf1aa18a5f15ff,大茅山,Place,,
IENT-b5859d6aecf6adfe81abb60c,罗炳辉,Person,participated_in,IENT-14ae57fbd2b4708a8597bdf9,二七会议,Event,,
IENT-ab8cf645a9fbb40e54fad431,危拱之,Person,worked_at,IENTREPAIR-0e46da99cd90ad094d574862,瑞金,AdministrativeRegion,,
IENT-a721144712061e9725f751c5,木门会议,Event,occurred_at,IENT-df3f77504599b0be0490b065,旺苍,Place,,
ITOPIC-84c4bcf380b7179a04d0a94e,赵世炎精神,Spirit,has_value_facet,ITOPIC-56b6a8b82841adaac4d27f4a,坚定信念,ValueFacet,,
IENT-21963d31fba3431787ac9d2a,张恒兹,Person,active_at,IENT-6c5c8a25ce4127ceab4c8fc2,紫云,Place,,
IENT-1574aa8735fe34d389418bd4,杨文翰,Person,active_at,IENT-18bc87236e8d4547ca09b718,江西省第六区,Place,,
IENT-8386c50d9bdc10549f6930b1,赣北红军游击队,Organization,active_at,IENT-5e9915e60311840c33ec812f,赣北,Place,,
ITOPIC-4b22fe06107698b515a42382,陈树湘断肠明志精神,Spirit,has_value_facet,ITOPIC-153c712a8f7ac53e3fa7b579,绝对忠诚,ValueFacet,,
IENT-2bb161edd137e832ba6dcc3d,吴永福,Person,active_at,IENT-f1c62d17feaa8ebfd16d9c57,石丫口,Place,,
IENT-bad678f05283595658a8b438,周绍荣,Person,active_at,IENT-aaada8bb9d01d737508519bf,梧桐,Place,,
IENT-3b3bcfee71b26b564b314a5c,余玉春,Person,active_at,IENT-a6bbdfdaceafa27d932ed90d,兰溪区,Place,,
IENT-5c952e2792afbe9935eb0505,况明聪,Person,dispatched,IENT-a30dd306e06691c68a40f4a4,栗连炳,Person,,
IENT-23dc46d842654fb499a0c698,陈毅,Person,held_position,IENT-0185ab9ac7d3044daf2bab8a,东南局军分委前委书记,Position,,
IENT-fbd9372faf50e841ee835386,王君恩,Person,participated_in,IENT-2a0bf1538b25e5d33bf0446b,武装暴动,Event,湖北省,
IENT-237a548427de15721713d141,李干之,Person,participated_in,IENT-517aab144a871e69e1aa471d,崇德乡农民武装暴动,Event,,
IENT-5f367ca744a93f29000806a6,红军,Organization,captured,IENT-dad754609e7e32efc2333100,广德关,Place,,1927-08-01
IENT-6585c49a18e6ab2e6cf69afb,蒋天懋,Person,active_at,IENT-811a85d0ce05df5bff5a88ef,水口山,Place,,
IENT-d297bee1c7bd1043f3a99a23,向天培,Person,guided,IENT-d910753c4cbf5da7f87fe1d0,綦江县委,Organization,,
IENT-1742447cf3bc53cac802cab2,纵队党委,Organization,carried_out,IENT-b500666901be8fe6d79475a7,反分裂斗争,Event,,
IENT-0a23cb7ed34a93616fabe048,欧友林,Person,participated_in,IENT-711e3a8968a7d4f3fae1566d,一江山岛战役,Event,,
IENT-b93b49e646b374b41d90d057,蔡奎,Person,active_at,IENT-b5ab07949c0c9e81480866d8,南岳,Place,,
IENT-9e752f3275556f382aa6d93a,丁沛生,Person,active_at,IENT-4797f2dfe7b9b5f30da1bfe0,郎岱,Place,,
IENT-a14d2038586db1f205125ab8,刘伯承,Person,commanded,IENT-f00687184636459e3fd1f341,游击战争,Event,,
IENT-67d80793e86a809882a80d2a,红六军团,Organization,carried_out,IENT-f0f5555f005dfee43dad5fa5,战略转移,Event,,
IENT-dd1d021bf473c0250a07c0ff,王实成,Person,held_position_in,IENT-7f2490dc848de1c59a508118,精进学校,Institution,四川省,
IENT-23dc46d842654fb499a0c698,陈毅,Person,fought_at,IENT-d32cdd7e09a8acfe77e6ec9f,兴国老营盘,Place,,
IENT-2c64c38ac66f68538b01eda6,杨闇公,Person,family_of,IENT-8f4899ce83719536f11fb345,杨衡石,Person,四川省,
IENT-016a09e88073198c926407a1,杨成元,Person,participated_in,IENT-908a6f4e27bc682b3adbdcda,长征,Event,,1927-08-01
IENT-16ffcf3669b21cf92ee02d14,王扛,Person,held_position_in,IENT-dee02b2c326de531bd4fb94d,北渡支部,Organization,,
IENT-2a764ac61b388eb65a752ef8,张灿明,Person,supported,IENT-ab0fae6da0988aec494c5aaa,泗县县委,Organization,,
IENT-ecf102763517c6771019ac60,朱彤,Person,active_at,IENT-6c6e16d17b6380fd6489d756,思南,Place,,
IENT-51f633f5540abe0ea8a41a67,刘公孚,Person,carried_out,IENT-91d4a8c2f56ebabd98bddd45,物资交流,Event,,
IENT-66d0327d574b6acf56aa0581,红军第三十二团宣传队,Organization,guided,IENT-7b7d9951dc2c0ed0dc2a08f6,苏维埃政府,Organization,,
IENT-60e5af57d71ff61c261d41e5,新四军第九旅,Organization,participated_in,IENT-b955182a3665db00221571b3,苏皖抗战,Event,江苏省/安徽省,1937-07-07
IENT-d973ca7a4bc62e9a87c6b185,何叔衡,Person,influenced,IENT-2faaa6e2e1e46b1d697d1cea,王凌波,Person,,
ITOPIC-ce641245fe2f8848b693276a,雨花英烈精神,Spirit,has_value_facet,ITOPIC-e160035d7c30b147711fb509,社会责任,ValueFacet,,
IENT-e1c92ef8e90b067e6ce3cd08,红二军团,Organization,fought_at,IENT-724d667c85c171636f8e0b3a,修文县,Place,,
IENT-a05c5e64a018b5abb50fdaf1,杨永清,Person,opposed,IENT-5eb505e67eeeae9f5abf46ee,共产党,Organization,,
IENT-02bd845d880dfef70fa2cc2d,皮瑞卿,Person,fought_at,IENT-85bb36d2ad451e8ebb4558b4,新福寺阵地,Place,,
IENT-aebc0bcc8ad5d0abdea23446,姚麟贺,Person,held_position_in,IENT-c123aafb2e8dcc6f9c2cf0f2,高宝湖西支部,Organization,,
IENT-e71f634b64304645d0b28104,吴大一,Person,active_at,IENTREPAIR-039a90901f49dfa119608d72,云南,AdministrativeRegion,,
IENT-ef1648134d25c456708bbe40,李木庵,Person,active_at,IENT-67473177398fe563c8d0e722,八卦洲,Place,,
IENT-57bb7c42f01f231a5352832a,黄开湘,Person,led,IENT-d8b42ccfdc4dc459e2e70260,中共上饶临时县委,Organization,,
IENT-a6d5f1251b075300e02da1a9,周维干,Person,influenced,IENT-15f3d8ce6a1db90320e19c78,周树德,Person,,
IENT-38ed9e8d443b3a0c0b9f4b16,王庚新,Person,participated_in,IENT-2d6cec403dedeebf8ee3e8bd,特务行动,Event,,
IENT-099b70681880d30bf9eb323b,穆青,Person,responsible_for,IENT-9f4f2752907c65ec3009d407,大坟包,Organization,,
IENT-f5f46f6d5a32667280b235fb,杨金生,Person,active_at,IENT-dc8c9dec655c38b31c3900fc,绵羊关,Place,,
IENT-9e081f69cfe18e06363ad353,韩守斋,Person,active_at,IENT-b96156fb5eb7b2ea73b9d533,重庆白市驿,Place,,
IENT-d44780b691a53e10a22eedff,蒋县长,Person,dispatched,IENT-3752666ebe6a065f72f2c925,增援部队,Organization,,
IENT-2b5f108a9519fbdb79edf09a,王官海,Person,active_at,IENT-77d14fa5c3fa922e117d2783,旧州,Place,,
IENT-f89066b2f72336a01a5193d9,红军长征过灌,Organization,killed,IENT-1e2171a93290ae16f6029228,李郁英,Person,,1934-01-01
IENT-aab2425fcc4c4a28c9e12ef2,蔡应达,Person,active_at,IENT-e9b1d307cb578fa2c01ca14c,大兔场,Place,,
IENT-7dbd896aa5445bf7d9318e4f,陈独秀,Person,edited,IENT-62b3741426eea3dd58395a4e,《安徽俗话报》,Document,,
IENT-25c1c20db89320a456c86b19,中央红军,Organization,active_at,IENT-ab22bcc2265e27dd592ce0e0,贵州三省,Place,,
IENT-781a5860963b85f094f1feff,中国共产党第四次全国代表大会,Event,occurred_at,IENTREPAIR-09feebbf7c8e912751abb1bc,上海,AdministrativeRegion,,
IENT-483309811aeeeb75b9e0282b,陇德华,Person,participated_in,IENT-c801640d3dd91177089a36b2,水田寨战斗,Event,,
IENT-e1c92ef8e90b067e6ce3cd08,红二军团,Organization,captured,IENT-48b1e17903bf5f14dc51be9a,监利,Place,,
IENT-a5365cb2adaebdc1ec880149,贺龙,Person,active_at,IENT-19f19b252a445fa7333af190,湘鄂川黔根据地,Place,,
IENT-646457ae87485cf8c7c8a1f7,熊兆仁,Person,organized,IENT-6f4df9ef109e666a0bc1cfc8,大连会议,Event,,
IENT-c3d87433e345fbef9103d6b7,侯方岳,Person,guided,IENT-10bc3980c63c5e8110b9ccdf,毕恒光,Person,,
IENT-246586494b26a598d455053a,攻克任桥车站,Event,occurred_at,IENT-98db8f290a83b8f5fc303159,任桥车站,Place,,
IENT-4ed5697b92fb30e2659e4fb7,红三军,Organization,active_at,IENT-959c23674c98d13d7e7aeaf0,枝坪,Place,,
IENT-2ff4e3155bf2aab2bf518879,张经辰,Person,participated_in,IENT-72bf72c694abd8c88c881302,陆良暴动,Event,,
IENT-beda5760f8db6f9a73126ff6,李自遒,Person,worked_at,IENT-cc95bfe9942b685165593fd5,蚌埠,Place,,
IENT-dafa64d46166ec2f50057cb9,马绍援,Person,worked_at,IENT-94693cff11d56c0a0027d73b,中江县,Place,,
IENT-e3fd8a6b7a246e9713be12eb,迁都武汉,Event,occurred_at,ITOPIC-581afa236679c6868842bd89,汉口,AdministrativeRegion,,
IENT-b2ed2c71d51d8d00d8746514,宁汉戈,Person,active_at,IENT-cdb7e6740e9949e5589a331d,思南县,Place,,
IENT-a0307813827caa0a372034af,中共昆明市委,Organization,active_at,IENTREPAIR-326bb55a0bc4a353fded9b58,昆明,AdministrativeRegion,,
IENT-a8684ed5627c2d0dd9e878a3,梁华璁,Person,commanded,IENT-e9f9bd99a069e5298b223f87,西山坪战役,Event,,
IENT-5f367ca744a93f29000806a6,红军,Organization,opposed,IENT-a339e6434d15da52534b3798,第三纵队,Organization,,
IENT-aefe1e3b072d49692f1e2c23,陈豫,Person,active_at,IENTREPAIR-11e7d43c17a6e8c765e886b8,宜昌,AdministrativeRegion,,
IENT-ae2d8702fd15d6657a52c9c8,刘光卿,Person,supported,IENT-568af9efd37acb897549ea61,云南人民讨蒋自卫军第二纵队,Organization,,
IENT-3f7ba924793358cb44d3e757,淮盐特委,Organization,created,IENT-f5c0c65467d9e5c16fcf8216,河下联络站,Organization,,
IENT-01ee6ab43f6789245afd7afd,刘建华,Person,held_position_in,IENT-b955d467ae18f8b245447b86,赣南支队,Organization,江西省,
IENT-9974979296e1bb8b8d56ec92,昭通市学生运动,Event,occurred_at,IENT-3582901d1bcaea16ba4648ab,昭通市,Place,,
IENT-10e67fe92dd427ebec5ee08b,唐资生,Person,escorted,IENT-037940979aa059fcf297b2ef,唐汝明,Person,,
IENT-a00dfdb615f6daf687c744b0,方向明,Person,contacted,IENT-7b3044d54ff5e53063a288af,新四军军部,Organization,,
IENT-5d8a0a82348db50727d53929,吴玉章,Person,organized,IENT-b57235467e4d43d52cefb6a9,资州起义,Event,,
IENT-a88aaf93bfc0c06891fe99be,荆当县委,Organization,collaborated_with,IENT-bd69bc81919890d7f5c3634e,王天瑞,Person,,
IENT-0eeacb5a874cc09ee30fe6ca,李祥荣,Person,contacted,IENT-dde32b5514b0399876dc023c,作者,Person,,
IENT-68b8eecc1b6912bf3229eeae,学生爱国分会,Person,carried_out,IENT-7068cd24659d826acffe7ca7,学生爱国运动,Event,,
IENT-5f5e011a5add957f842722d2,中共云南省工委,Organization,led,IENT-cbe45eff6a839827d9567cb9,滇南支队,Organization,云南省,
IENT-76f8061ede8a7631c7842cc8,师生,Person,carried_out,IENT-2b20dfd9a5fe18a54c51365e,劳动课,Event,,
IENT-0e123746e1c1fa9d021defdf,王金英,Person,active_at,IENT-ed6b13f754411f239c03b514,云大附中,Place,,
IENT-0853bdf00220e3ad5a57dff3,林增伟,Person,organized,IENT-0e7c312f1c41b7a367b5d1aa,芦溪总支,Organization,,
IENT-a14d2038586db1f205125ab8,刘伯承,Person,led,IENT-0920e5b776c9c1189988f1c9,二野五兵团,Organization,,
IENT-c3f754913b522b0be8fc08ee,曾克先,Person,worked_at,IENT-a4bbd60a5e159c73777d5c2a,宝源公司,Organization,,
IENT-7d0da571c9db5683dd9eb624,红军第十四军,Organization,captured,IENT-e02385b99c2313667447b977,南通市,Place,,
IENT-11b48cab74e6c9cd0f30e4df,周维炯,Person,fought_at,IENT-9e478c47f52d53d0c9abdb50,商南,Place,,
IENT-a5365cb2adaebdc1ec880149,贺龙,Person,participated_in,IENT-32a889c2c32db3cea35fe55b,南昌暴动,Event,,
IENT-62963d91558103daf5f5d978,川东特委,Organization,appointed,IENT-ddef1cb0c6cc63815df4f35d,冉欣向,Person,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,led,IENT-9e2b52b6a540cfca3beb9493,湖南农民运动,Event,湖南省,1924-01-01
IENT-62995966e04f978c3db3fff3,陈潭秋,Person,guided,IENT-164f91904e1de05bf0480256,徐全直,Person,,
ITOPIC-59df6877a3d87ad725addf77,安源精神,Spirit,has_value_facet,ITOPIC-e28f381c9445ea2648002dbe,义无反顾,ValueFacet,,
IENT-65d1617f7d7ae465bb6a648a,唐生智,Person,active_at,IENTREPAIR-428cfdf174467b8581b5d79c,长沙,AdministrativeRegion,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,contacted,IENT-26bd4fcf8d79ed562f57fd4e,范长江,Person,,
IENT-eecd6a11f1f4ebe561cca1bf,田汉,Person,active_at,IENTREPAIR-11db94153ee5b6ab90b3f7b0,沅陵,AdministrativeRegion,,
IENT-41cd38f648662b935a940fc3,张致中,Person,guided,IENT-ae974f8a7427c3291a9b02de,赵国徽,Person,,
IENT-274b83d51ec24bf255cc549b,皖北特委,Organization,organized,IENT-4125097da20debc5d23acc78,阜阳武装暴动,Event,安徽省,1928-04-09
IENT-10e67fe92dd427ebec5ee08b,唐资生,Person,collaborated_with,IENT-037940979aa059fcf297b2ef,唐汝明,Person,,
IENT-2380e6fb3363777844640d64,杨岩,Person,active_at,IENT-773624e8ad46a6558c0256f4,秧田村,Place,,
IENT-90a30bae9dbeb448e6e52b17,边纵‘西进部队’,Organization,fought_at,IENT-67cddfce015b441c0472a6cd,功果桥,Place,,
IENT-4857c263a08a99e59645a54f,林文谟,Person,led,IENT-bc6a86b2b3097726ba060085,新生社,Organization,,1946-01-01
IENT-8c55de61e651e80937c18e79,罗登贤,Person,participated_in,IENTREPAIR-3563278d50033d681587a722,上海电车工人罢工,Event,上海市,
IENT-511305197035625a3523b4be,徐北地下中心县委,Organization,member_of,IENT-fbdd5bbc66cef348d1b86cc6,沛铜县办事处,Organization,,
IENT-e1c92ef8e90b067e6ce3cd08,红二军团,Organization,active_at,IENT-caa170424dc9a364291523df,新场,Place,,
IENT-b5859d6aecf6adfe81abb60c,罗炳辉,Person,active_at,IENT-4033fb4bdb8efb845c0ab90d,皖南,Place,,
IENT-f776f3a464719d3e3d13be6f,唐朝英,Person,active_at,IENT-811a85d0ce05df5bff5a88ef,水口山,Place,,
IENT-b93002f303ab8c61371b1658,施洋,Person,organized,IENT-abbf1495bea6750867791b89,人力车工会,Organization,,
IENT-c6f8f4b0adb55e2c1010b182,阮官华,Person,used_artifact,IENT-6e3fc4d35fd35a58d2ab25cb,草鞋,Artifact,,1927-08-01
IENT-e1c92ef8e90b067e6ce3cd08,红二军团,Organization,supported,IENT-644b351d74968ec9907aa9da,席大明,Person,,
IENT-c967ed48e89e9836615bf45e,肖楚女,Person,active_at,IENT-fbdc0404b9f1eb0ab38a1c8f,重庆二府衙街七十号,Place,,
IENT-679b729f95058e9d0d884209,周鼎文,Person,guided,IENT-b2cb585ca4d4bce7e5170741,新社,Event,,
IENT-32c0205a4c5fd50b0a89f8ba,冉少波,Person,dispatched,IENT-d6afced5ed00ebf8fb16f5a3,宁国学,Person,,
IENT-41db7cd8cbb8f4c56d17772a,黄大陆,Person,guided,IENT-96b62f296ada1b4d70e7ecb3,方献祥,Person,,
IENT-263298ce56ff0897f5091497,胡同庆,Person,held_position_in,IENT-61bee6a7928f9b78d9d538cd,石屋坑党支部,Organization,,
IENT-6d94c326c111fae4135af620,张如龙,Person,active_at,IENT-498ec5a1c9fddc8feaa33787,九江市,Place,,
IENT-64eb4ff860bd679ed6d01028,许翔云,Person,participated_in,IENT-2f9115ccc02828ce720b5183,青救会,Event,,
IENT-04b27f73f26876a8373ebaaf,车克波,Person,active_at,IENT-c33fc5925d80024cd6956cd5,仁怀县,Place,,
IENT-49cd32c7b7ddd2c3fd0fbdc7,夏绍虞,Person,active_at,IENT-967c3b7a46f1c1054bafdf96,八耳乡,Place,,
IENT-a545574a279a047fa8c9ccef,红三军团,Organization,captured,IENT-502f3aa6c9753f77676a50b5,广顺县城,Place,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,traveled_to,IENT-bd9988891df434bcf7ab230a,赣东北方向,Place,,
IENT-d297bee1c7bd1043f3a99a23,向天培,Person,led,IENT-2c5f47e568f04e057b1bf4d0,民先队,Organization,,1937-07-07
IENT-19fe575a89152704e199ddfa,段伯琪,Person,active_at,IENT-51c4d1be802f1d9ca5b72846,中路铺,Place,,
IENT-6a5dcc7bfca419a94ce5e0d8,护乡第八团成立与保厂护乡团改编,Event,occurred_at,IENT-546e60b131c9a889e03202ca,小土竜,Place,,
IENT-37a4948a43449cdbb7501a2e,李德和,Person,recruited,IENT-57014a5da3ec51c66e792598,普显明,Person,,
IENT-a255b668bca0f2d1f0089fc0,江汉区党委城工部,Organization,active_at,ITOPIC-581afa236679c6868842bd89,汉口,AdministrativeRegion,,
IENT-e4a103d55ace0c21c352256e,陈忠明,Person,active_at,IENT-fb22435f8895c7975536e72c,江油,Place,,
IENT-725b0abfb3011d9827d3da81,李问农,Person,member_of,IENT-44cd28cac7d6cffcad439c11,潼南地下党组织,Organization,,
IENT-b30d251fd0507bf57cac7743,曹渊,Person,participated_in,IENT-47403f5296255ca660478035,第一次东征,Event,,
IENT-cfcf555db6ce7b962c059807,中国劳动组合书记部,Organization,organized,IENT-9b8107f38d1b523e4a8215a2,武汉分部,Organization,,
IENT-8f4899ce83719536f11fb345,杨衡石,Person,active_at,IENT-e93b959e209745f677d84a07,双江镇,Place,,
IENT-e1c92ef8e90b067e6ce3cd08,红二军团,Organization,active_at,IENT-e902594f668317e9360c7a6c,湘鄂边苏区,Place,,
IENT-271d3893aa171ac2e8602452,黄思安,Person,active_at,IENT-c2f25a90a3d72367c145b1ce,金沙县安底镇,Place,,
IENT-799fe42aa39a780285ef7733,廖中宣,Person,organized,IENT-75ffdd05b7629898eb5a017a,红军整编,Organization,,1927-08-01
IENT-ff3e9f8c59513efd8b03b540,朱各平,Person,active_at,IENT-7104e73f7ac6a5c62daedc2e,宿县临涣镇,Place,,
IENT-245d0b308d422c421b89d482,六届四中全会,Event,influenced,IENT-b3a4c8ffe3dc303302449c98,鄂豫皖苏区,Place,,1931-01-01
IENT-317084e2ec9b64b2d23f7af1,杨昭植,Person,active_at,IENT-47d4a227350f4dbccb79406b,湘潭县公署,Place,,
IENT-d858d303692ead314aa1efdb,张文著,Person,held_position_in,IENT-10ebbd7b62bbb2169949dbd9,岷江纵队郫县支队,Organization,,
IENT-88ee4d128179c5223ec2168e,曾季鲁,Person,held_position_in,IENT-ebe5baefd2fa119ca7e0ea09,福人中学,Institution,,
IENT-de65ecc420f7914387abc2bd,李健,Person,led,IENT-a72a79adfd380f70c8a8128f,中共南昌城工部,Organization,,
IENT-8478b7d25be80632a7efb98d,解放军入乡行动,Event,occurred_at,IENT-90569d7d745d2e4bd84c35bc,加乐寨,Place,,
IENT-26ad550099f292b7aafe1db1,周逸群,Person,active_at,IENT-6afb2e2190c27262f2b9fa41,监利剅口,Place,,
IENT-ffa15430b8264917753466c7,项鼎,Person,active_at,IENT-3098ceb11b547724a9a94697,綦江,Place,,
IENT-475ccbd0533260f14c7b4b65,刘家麟,Person,participated_in,IENT-73246b85f978d1b932eead0a,新干工农运动,Event,,
IENT-23dc46d842654fb499a0c698,陈毅,Person,commanded,IENT-7bbd2bd7ca08db9fb22db0ba,渡江战役,Event,,
IENT-0d73b177ea970ae1d063fa3f,粟裕,Person,participated_in,IENT-05d7c1764b5b5cd49500ee04,第三次反‘围剿’,Event,,
IENT-ab0744df08424d49953b7490,崔国柱,Person,led,IENT-7e35de516c3af07e4f112428,猫场战斗,Event,,
IENT-7618e5210d136ada86912bbc,陈士裕,Person,organized,IENT-f02fe1b60ae19e3499977dbe,抗日自卫队,Event,,
IENT-9c635c09c6401bd007786a84,周志远,Person,active_at,IENT-dce07bdd2c8b0ddd2d0538a6,慈恩寺,Place,,
IENT-43f2a96c5daf8ea0d485e988,周小舟,Person,opposed,IENT-853af0b4a74dc2e94bf2d49b,大炼钢铁,Event,湖南省,
IENT-1ae245c99323711725c0cdb3,南京市委,Organization,guided,IENT-d1c79fa79da82e2d6f75c71f,溧阳特别支部,Organization,,
IENT-1663ddf395e7b827582a3cd1,田礼成,Person,participated_in,IENT-bd27532e90dcbaa07472f06e,安源路矿工人运动,Event,,
IENT-ef30ed61dcc21c492c1eb4e4,黄道,Person,collaborated_with,IENT-8bcb463cba7505bb0d5e2ab6,方志敏,Person,,
IENT-dc8f24e1b119f5121a211a43,俞祥春,Person,held_position_in,IENT-0011112beb579fa421a19762,广丰游击队,Organization,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,worked_at,IENT-b6860b8c4f01a342e5d6c175,井冈山,Place,,
IENT-7452f0f6b3852894dc58c9ff,迎接大军入滇,Event,liberated,IENTREPAIR-039a90901f49dfa119608d72,云南,AdministrativeRegion,,
IENT-5d6298ae5d494f27a15e4f23,熊寿祺,Person,responsible_for,IENT-57aa14cd3dbb2abd9623952c,邻广公路,Place,,
IENT-8fff0651ce5af86fd542ce90,欧根,Person,contacted,IENT-90d34d1dd4a6aabf408e171a,张旭,Person,,
IENT-37cf75781b5c954743dfb421,刘、邓,Person,commanded,IENT-54b6719d1a01004c720eba63,川黔作战,Event,,
IENT-c0143cf4883dadf668af0268,柳直荀,Person,held_position_in,IENT-62121e8720bfcf4afee3e690,鄂西分特委,Organization,,
IENT-be38db9b6835709c48f11d12,王杨,Person,fought_at,IENT-48e3a32b92ad951dccc25d53,阳河龙洞,Place,,
IENT-9f9884f117713c96dcb58c06,耿建华,Person,organized,IENT-193abd7c2edc79481bc8d18c,中共徐州县委,Organization,,
IENT-66b3ddf69522deedf7c91dc4,黄赤光,Person,opposed,IENT-2c29f08057baf00c2f580f69,鄂南暴动组织与宣传辩论,Event,,
IENT-8ca6ef3d6faaf2de430b0296,游击队,Organization,captured,IENT-3d28ee94e795a8704a2edb1f,绩溪县城,Place,,
IENT-3e6f45733ed8ac547149fc12,杨松柏,Person,worked_at,IENT-0e6457be89c4b9f19dc3b16b,茅草湾,Place,,
IENT-2e116f5554d7b86e10c67b4c,胡柏寿,Person,influenced,IENT-21b69fd493c28779572eceb4,张福生,Person,,
IENT-5b4275ae6a889aca8d552077,丰都县委,Organization,active_at,IENT-06b678e898f385dcaa0e26e1,涪陵罗云坝,Place,,
IENT-9038e9dc3c40671ba76c20a0,复旦大学,Institution,located_in,IENTREPAIR-09feebbf7c8e912751abb1bc,上海,AdministrativeRegion,,
IENT-67f5fe9490a85041b16d07a5,江常师,Person,active_at,IENTREPAIR-382ea3e3683798b42c4123dd,宿县,AdministrativeRegion,,
IENT-1d9da7c86edade8331f23fac,胡 筠,Person,active_at,IENT-9dbeed13e6c2aa7579381452,浏阳,Place,,
IENT-d7655b3a7b476e8f2fb13559,全直同志,Person,participated_in,IENT-eb8891bd0b82480664122bbc,绝食斗争,Event,,
IENT-7e90f9de694520486bff5cc0,吴丙益,Person,fought_at,IENT-e037fe4bbcb26508c1d5ddeb,九潮坳,Place,,
IENT-12fe84d75d509cc882492d3d,刘文化,Person,active_at,IENT-c85757e9e3ab0f71236700aa,芷江,Place,,
IENT-4369935d0ee21fac5bc5cb1e,薛卓汉,Person,influenced,IENT-75364da001c1d0f8c24fb257,芜湖黄包车工人罢工,Event,,
IENT-1d372ab9b0f5dc881e286b3d,吴德华,Person,participated_in,IENT-942a0e5ae3c05c06d94098c7,大柏地战斗,Event,,1928-01-01
IENT-c5391e35ad083b05718087fd,郭显,Person,held_position_in,IENT-7ab45b61caf32d7a341bd8de,繁昌县抗日联合会,Organization,,
IENT-0c29ca4a7468076a760ff24c,铁石山农民武装暴动,Event,occurred_at,IENTREPAIR-49fac5240266d67ba178be25,德安,AdministrativeRegion,,
IENT-f35a32bac83af494d2766af0,彭德怀,Person,participated_in,IENT-bcce1167b41ceb6685a51af5,袁州会议,Event,,
IENT-603b704c42dc102cce55da83,谢用昭,Person,contacted,IENT-d5d528b1f19fde399e2799a2,重庆机房街八路军办事处,Organization,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,led,IENT-2a3826b29807d8cb3aabc74c,兴国苏维埃政府,Organization,江西省,1927-08-01
IENT-9f3a59ea40247ec3c311c508,钟炳荣,Person,held_position_in,IENT-8a5b28c57c6517aaa270f19a,中共中江县委员会,Organization,,
IENT-a33aac6f8cd6277b2fb70496,和绍魁,Person,fought_at,IENT-382f94c8d051ada6dadd0e93,奉科,Place,,
IENT-812e2df65b11629ab8f890c1,江汉军区,Organization,active_at,IENT-db3d11ccda65a460013d8895,汉水,Place,,
IENT-2aff2ac07c8e7d83565ff048,屈淼澄,Person,commanded,IENT-085371cb5b407e3f43f01923,南岳武装暴动,Event,,
IENT-e301f7619e7cea546ab71622,徐朋人,Person,colleague_of,IENT-33375a271babafd0aefa3661,戴克敏,Person,,
IENT-766ab6a19936cab7a1f7099b,邓震东,Person,held_position_in,IENT-65fb240ca38ce25e08fb54d7,教导队,Organization,,
IENT-c565a813c75d08014683ea5f,艾焕彩,Person,active_at,IENT-150013408e671283c8ace4aa,临江镇,Place,,
IENT-617e1d344e1f24ef67ab2f19,刘仁堪,Person,active_at,IENT-a7899038f2f99a0801c5f4cc,莲花县,Place,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,guided,IENT-869c31dd9524f0e33fd3a3d0,水口山工人罢工,Event,,
IENT-e74b5e3acc8df2b1a748d820,张华俊,Person,dispatched,IENT-4454d108b9ce36142eb40330,那京,Place,,
IENT-dc53320a7faac4f500c98131,邓子恢,Person,led,IENT-e8de765f8d87363d5345df12,茂林工委,Organization,,
IENT-5796c4beec2c8b8cacc69866,国师,Organization,opposed,IENT-610fa236210932d54f412844,学生自治会,Organization,,
